word,normalized_word,frequency
जातियों,जातियों,2
शहनाई,शहनाई,2
अभिव्यक्ति,अभिव्यक्ति,2
ईदगाह,ईदगाह,2
उत्तराधिकारी,उत्तराधिकारी,2
सौंपा,सौंपा,2
एवां,एवं,2
कहावतोंों,कहावतों,2
चुग,चुग,2
पछताना,पछताना,2
बेवक्,बेवकूफ,2
गुर,गुर,2
द्रव,द्रव,2
शोिभत,शोभित,2
चौखट,चौखट,2
स््क्ववावाड्रन,स्क्वाड्रन,2
कश््ममीर,कश्मीर,2
घाटटी,घाटी,2
टटुकड़ी,टुकड़ी,2
राही,राही,2
साज,साज,2
काटते,काटते,2
वर्णित,वर्णित,2
चालकों,चालकों,2
घर्,घर,2
स्स्स्स,सड़क,2
त्रका,टरका,2
लूटटो,लूटटो,2
रंगोंों,रंगों,2
गुणोंों,गुणों,2
परख,परख,2
रोकने,रोकने,2
ऊष्,ऊष्मा,2
दुष्,दुष्कर,2
माँगना,माँगना,2
पहनाई,पहनाई,2
जंजीर,जंजीर,2
अनादर,अनादर,2
कहावतें,कहावतें,2
आवास,आवास,2
मैदानी,मैदानी,2
पोसट,पोस्ट,2
कोप,कोप,2
विचारे,विचार,2
अभिभूत,अभिभूत,2
कौर,कौर,2
सनन्,सनन,2
काव््यय,काव्य,2
हीलियम,हीलियम,2
हाई,हाई,2
पश्चाताप,पश्चाताप,2
संप्रदाय,संप्रदाय,2
तहलका,तहलका,2
मचा,मचाना,2
ड्यूटटी,ड्यूटी,2
ध्येय,ध्येय,2
होवे,होवे,2
सवर्,सर्व,2
परिधानोंों,परिधानों,2.0
आत्त्,आत्म,
विद्याि,विद्या,2.0
ब्रह्,ब्रह्म,2.0
भट्ी,भट्टी,2.0
ध््ययानन,ध्यान,2.0
प्रतिष््,प्रतिष्ठ,2.0
लीनन,लीन,2.0
प्यारा॥,प्यारा,2.0
होगया,हो गया,2.0
कोडा,कोड़ा,2.0
फिरी,फिर,2.0
पाण्ेय,पांडेय,2.0
कावयकृति,काव्यकृति,2.0
किससों,किससे,2.0
लट्,लट,2.0
कथानक,कथानक,2
परिहास,परिहास,2
रस््,रस्स,2
ससीसी,सीसी,2
कोर,कोर,2
चबूतरा,चबूतरा,2
खंडन,खंडन,2
मुलायम,मुलायम,2
पायलटट,पायलट,2
टट्टटी,टट्टी,2
टक््कर,टक्कर,2
कुरेशी,कुरैशी,2
फर,फर,2
ठहरने,ठहरने,2
आंत,आंत,2
गहना,गहना,2
झंकार,झंकार,2
मरालदेव,मरालदेव,2
मानुिसय,मनुष्य,2
भव्,भय,2
चुगे,चुग्गे,2
महाराणा,महाराणा,2
नाश,नाश,2
हिलते,हिलते,2
आन,आन,2
भाला,भाला,2
टापों,टापों,2
वैजयंती,वैजयंती,2
पर्यटक,पर्यटक,2
बंदरों,बंदरों,2
जनमभर,जनमभर,2
भूलेगा,भूलेगा,2
तुर्रा,तुर्रा,2
सीने,सीने,2
सजी,सजी,2
नैनों,नैनों,2
नाद,नाद,2
करवाल,करवाल,2
बाह्य,बाह्य,2
आडंबरों,आडंबरों,2
अनन्य,अनन्य,2
अडिग,अडिग,2
समीरा,समीरा,2
बिल्,बिल,2
छिपता,छिपता,2
पवर्त,पर्वत,2
जुलता,झूलता,2
वंचित,वंचित,2
अलौकिक,अलौकिक,2
पदद्,पद,2
कलश,कलश,2
यथार््थ,यथार्थ,2
सिधारने,सुधारने,2
कराऊँ,कराऊँ,2
ववापस,वापस,2
कोशों,कोशों,2
गतयातमक,गत्यात्मक,2
संवेगातमक,संवेदनात्मक,2
अन्नमय,अन्नमय,2
मनोमय,मनोमय,2
विज्ानमय,विज्ञानमय,2
बलद,बदल,2
ष््,ष्ट,2
अवसाद,अवसाद,2
दिशशा,दिशा,2
मात्राएँ,मात्राएँ,2
हिससे,हिस्से,2
भेदद,भेद,2
हरज,हर्ज,2
कोष,कोश,2
नकशे,नक्शे,2
बूँदन,बूँदें,2
गावन,गांवन,2
चढाकर,चढ़ाकर,2
ताना,तानना,2
रकबा,रकबा,2
मोर्चे,मोर्चे,2
हरने,हराना,2
नाता,नाता,2
ताड़,ताड़,2
चरना,चरणा,2
ठिठके,ठिठक,2
नकशा,नक्शा,2
चींटों,चींटियों,2
मकड़ी,मकड़ी,2
संंदर््भ,संदर्भ,2
नामवाची,नामवाची,2
शब्दावली,शब्दावली,2
ज्ानमंडल,ज्ञानमंडल,2
छूटै,छूटे,2
प्राणमय,प्राणमय,2
प्र्ययेक,प्रत्येक,2
ईमेल,ईमेल,2
क्त,क्त,2
गढ़ने,गढ़ने,2
निःसंकोच,निःसंकोच,2
भूलें,भूलें,2
ययापार,व्यापार,2
तचाप,ताप,2
लौटना,लौटना,2
समाँ,समान,2
पैमाने,पैमाना,2
भूमधय,भूमध्य,2
बास,वास,2
शूनय,शून्य,2
सरकते,सरकना,2
सविता,सविता,2
प्रतिशत,प्रतिशत,2
गोकुल,गोकुल,2
ब्रह्मसथान,ब्रह्मस्थान,2
चूँकि,चूँकि,2
पतंगें,पतंगें,2
चुन्नियाँ,चुन्नियाँ,2
आसमानी,आसमानी,2
हलदी,हल्दी,2
ननही,नन्हीं,2
भावन,भावना,2
ओऽम्,ॐ,2
नमो,नमो,2
धरे,धरना,2
परिणणाम,परिणाम,2
बहादुर,बहादुर,2
अप्पम,अप्पम,2
असलीली,अश्लील,2
केश,केश,2
धैर््यवान,धैर्यवान,2
विशशेषताओं,विशेषताओं,2
दर््शशाने,दिखाने,2
थलों,स्थलों,2
सिं,सिंह,2
सामग्रियों,सामग्रियाँ,2
संग्रहालयों,संग्रहालयों,2
भागग,भाग,2
सितारा,सितारा,2
कोनों,कोना,2
चमेली,चमेली,2
बरै,बरस,2
रैदासा,रैदास,2
तोरि,तोरी,2
मोहरें,मोहरे,2
गिरकर,गिरना,2
गग,गगन,2
अध्ापिका,अध्यापिका,2
परिवर््तनकारी,परिवर्तनकारी,2
सभ््यतता,सभ्यता,2
भययंकर,भयावह,2
बाजी,बाजी,2
अर्जित,अर्जित,2
अनुभवजन्य,अनुभवजन्य,2
शिवालय,शिवालय,2
किड़यों,कीड़ियों,2
धरातल,धरातल,2
इरादे,इरादे,2
ऊख,ऊख,2
मिलीली,मिलीली,2
शिवरात्रि,शिवरात्रि,2
परियों,परियों,2
पिकनिक,पिकनिक,2
काँवर,कांवड़,2
वंश,वंश,2
अतयाचार,अत्याचार,2
तुम्हरी,तुम्हारी,2
गिनने,गिनने,2
छूकर,छूकर,2
ख्,क्ष,2
सहे,सहे,2
प्रलोभनों,प्रलोभनों,2
ठुकरा,ठुकरा,2
डटे,डटे,2
ग्ाम,ग्राम,2
दाँवव,दाँव,2
चकोर,चकोर,2
ऊँघें,ऊंघें,2
छतों,छतों,2
प्रवास,प्रवास,2
ध्ुव,ध्रुव,2
जाड़ों,जाड़ों,2
अमरीका,अमेरिका,2
गणना,गणना,2
आवागमन,आवागमन,2
अिधकतर,अधिकतर,2
हाफ,हाफ,2
पैंट,पैंट,2
मज़ा,मज़ा,2
आक्रमण,आक्रमण,2
ग्ंथ,ग्रंथ,2
ठ्,ठ्ठ,2
कूह,कूह,2
बतलाओ,बतलाओ,2
एकीकृत,एकीकृत,2
केंद्रित,केंद्रित,2
जिन्हन्हें,जिन्हें,2
याख्यायित,व्याख्यायित,2
छोड़ने,छोड़ने,2
कानून,कानून,2
थानाध््यक्ष,थानाध्यक्ष,2
पशशु,पशु,2
सार्वजनिक,सार्वजनिक,2
कलातमक,कलात्मक,2
विशेषकर,विशेषकर,2
संदेशवाहक,संदेशवाहक,2
सच्,सच्च,2
जलपक्षी,जलपक्षी,2
सरासर,सरासर,2
जमाओ,जमाओ,2
शरारत,शरारत,2
प्रशस्,प्रशस्त,2
न्योयोता,न्योता,2
चौकी,चौकी,2
दरबारीगण,दरबारीगण,2
बिलदान,बिलदान,2
आपसी,आपसी,2
उपमाओं,उपमाओं,2
अभेद,अभेद,2
निराकार,निराकार,2
खनिज,खनिज,2
हरना,हरना,2
प्ाणी,पानी,2
आत्मिवश्,आत्मविश्वास,2
बंदी,बंदी,2
बतलाती,बतलाती,2
येला,ये ला,2
शुरूआत,शुरुआत,2
दरक,दरक,2
कहां,कहां,2
आया॥,आया,2
नामा,नाम,2
लखाया॥,लिखाया,2
रामनाम,राम नाम,2
पुण्य,पुण्य,2
श्रवण,श्रवण,2
किड़याँ,किड़ियाँ,2
द्रोह,द्रोह,2
असमानता,असमानता,2
चलूँ,चलूं,2
वस््ततुतु,वस्तुतः,2
विद्रोद्रोह,विद्रोह,2
ततिशाली,तत्परता,2
स्वीकार््य,स्वीकार्य,2
अर्थात्,अर्थात्,2
किला,किला,2
क्षमतताओं,क्षमताओं,2
व््ययावहारिक,व्यावहारिक,2
ववास्तव,वास्तव,2
विनयपत्रिका,विनयपत्रिका,2
विनयय,विनय,2
भौंरों,भंवरों,2
डालियों,डालियों,2
ल्म,लें,2
वें,वे,2
श्रेष्ठ,श्रेष्ठ,2.0
बेषु,वेश,2.0
लौटी,लौटी,2.0
कतई,कतई,2.0
प्रिशक्षक,प्रशिक्षक,2.0
बनवाया,बनवाया,2.0
पत्तोंों,पत्तों,2.0
जरिए,जरिए,2.0
विधाता,विधाता,2.0
निःशेष,निःशेष,2.0
माटटर,मास्टर,2.0
टटीटटू,टूटटू,2.0
गल,गुल,2.0
कवितावली,कवितावली,2.0
ललेष�(ा)त्मक,लेखात्मक,
सृजनात््मक,सृजनात्मक,2.0
खट्टा,खट्टा,2.0
खिलाड़िययों,खिलाड़ियों,2.0
सेववक,सेवक,2.0
प्रणणाम,प्रणाम,2.0
भूमिक,भूमिका,2.0
संततुलन,संतुलन,2.0
शिक्षाक्षाशास्,शिक्षाशास्त्र,2.0
अध््ययापकों,अध्यापकों,2.0
शौकीन,शौकीन,2.0
मुमुख,मुख,2.0
मुकाबला,मुकाबला,2.0
झुकाना,झुकाना,2.0
खंडित,खंडित,2.0
उपस््थित,उपस्थित,2.0
परामश,परामर्श,2.0
दाता,दाता,2.0
पेशेवर,पेशेवर,2.0
मंिदर,मंदिर,2.0
महाकाव्,महाकाव्य,2.0
मौके,मौके,2.0
बांधव,बांधव,2.0
चिरकाल,चिरकाल,2.0
आकषर्ण,आकर्षण,2.0
समापन,समापन,2.0
मुद्रा,मुद्रा,2.0
वयग्र,व्यग्र,2.0
सँभाल,संभाल,2.0
आच्छादित,आच्छादित,2.0
योछावर,योद्धा,2.0
दुघर्टना,दुर्घटना,2.0
जख्मी,जख्मी,2.0
मूलमंत्र,मूलमंत्र,2.0
ईंधन,ईंधन,2.0
शशीर््षक,शीर्षक,2.0
चाटने,चाटने,2
कथ्य,कथ्य,2
कमजोरी,कमजोरी,2
पाँचों,पाँचों,2
जुडी,जुड़ी,2
छिपाए,छिपाए,2
ततार््ककिक,तात्त्विक,2
अत््ययंतत,अत्यंत,2
संपृृक्त,संयुक्त,2
झूमरा,झूमर,2
दीपचंदी,दीपचंदी,2
कहरवा,केहरवा,2
नृ,नृ,2
नृत्यों,नृत्यों,2
जोड़ते,जोड़ते,2
महीप,महीप,2
अनत,अन्य,2
शिश,शीश,2
धम,धर्म,2
धैयर्,धैर्य,2
सेकेंड,सेकंड,2
दादरा,दादरा,2
पितु,पितु,2
करन,करना,2
जेहि,जेहि,2
सुभाययँ,सुभाव,2
चितवहिं,चितवहि,2
नावावा,नवाब,2
साइिकल,साइकिल,2
अभूतपूर््व,अभूतपूर्व,2
शशामिल,शामिल,2
झा,झा,2
ईय,ईय,2
तबले,तबला,2
गमन,गमन,2
उपयुर्क्त,उपयुक्त,2
भेंटवातार्,भेंटवार्ता,2
पयार्य,पर्याय,2
साक्षात्कारदाता,साक्षात्कारदाता,2
सवरूप,स्वरूप,2
तरंगों,तरंगों,2
उपलिब्धयों,उपलब्धियों,2
विर,वीर,2
आसिष,आशीष,2
सरोज,सरोज,2
दोउ,दो,2
असीस,आशीष,2
विद्यार््थथियों,विद्यार्थियों,2
निभाते,निभाते,2
उत्ककृष्,उत्कृष्ट,2
कृष्णदेव,कृष्णदेव,2
चूम,चूम,2
आक्रोशश,आक्रोश,2
द्योतक,द्योतक,2
खाँस,खाँस,2
लियय,लिये,2
ववाह,विवाह,2
नागगरिक,नागरिक,2
संतूर,संतूर,2
नीचेिदएगए,नीचे दिए गए,2
हेंध्,हें,2
साक्षात्,साक्षात्,2
केआगे,के आगे,2
जाले,जाले,2
मैना,मैना,2
पिरषद,परिषद,2
कृत,कृत,2
कहु,कह,2
बेगि,बेगी,2
पला,पला,2
राजसथान,राजस्थान,2
नृत्यके,नृत्य के,2
कलाएँ,कलाएँ,2
घराना,घराना,2
पंरपरा,परंपरा,2
विलक्षण,विलक्षण,2
बाट,बात,2
तरंगम,तरंगम,2
संस्कृित,संस्कृति,2
संकलपना,संकल्पना,2
आतमसात,आत्मसात,2
क्षक,शिक्षक,2
सविसतार,सविस्तार,2
पाठठन,पाठन,2
दूसरोंों,दूसरों,2
अध््ययेतता,अध्येता,2
आलोचनात््मक,आलोचनात्मक,2
चेततना,चेतना,2
स््ववास्थ््य,स्वास्थ्य,2
प्रितिशष्यके,प्रतिष्ठ के,2
परखना,परखना,2
तलवारों,तलवारों,2
वतन,वतन,2
पोषम,पोषम,2
गिलहरियाँ,गिलहरियाँ,2
फॉर,फॉर,2
पूव,पूर्व,2
तव,तब,2
संयु,संयम,2
छुटपन,छुटपन,2
पीटना,पीटना,2
फरमाइश,फरमाइश,2
नाचा,नाचा,2
कथावाचक,कथावाचक,2
तानी,तानी,2
दन,दन,2
इंकलाब,इंकलाब,2
तंबू,तंबू,2
औजार,औजार,2
सदुपयोग,सदुपयोग,2
लड़िकयों,लड़कियों,2
भोला,भोला,2
मकका,मक्का,2
रूढ़ियों,रूढ़ियों,2
संदर्भांंे,संदर्भों,2
शिलप,शिल्प,2
बेचूँगा,बेचूँगा,2
थाने,थाने,2
सबूत,सबूत,2
तमाशशा,तमाशा,2
बुद्धिमत्ता,बुद्धिमत्ता,2
बेटटे,बेटे,2
गदांश,संदेश,2
जाननने,जानने,2
लहि,लगी,2
सोचहिं,सोचें,2
सँववरी,संवरी,2
हुआँ,हुंआ,2
शाब्दिक,शाब्दिक,2
समाना,समाना,2
निर््ममिति,निर्मिति,2
ततिगतत,गतिगत,2
आवश््यकतताओं,आवश्यकताओं,2
गगौरवशाली,गौरवशाली,2
रोजगार,रोजगार,2
हँिसया,हँसिया,2
हटाता,हटाता,2
भंिगमाओं,भंगिमाओं,2
आधुिनक,आधुनिक,2
इंसान,इंसान,2
सिखाएगा,सिखाएगा,2
जाननकारी,जानकारी,2
समाननार्थी,समानार्थी,2
आकुल,आकुल,2
अनगिननत,अनगिनत,2
बेहिसाब,बेहिसाब,2
अननुमति,अनुमति,2
बेहेरा,बहरा,2
जयोत्स्नाना,ज्योत्स्ना,2
पिरषद्,परिषद्,2
परेखा,परीक्षा,2
गिठत,गठित,2
बिलोके,विलोके,2
भीरु,भीड़ु,2
हृदययँ,हृदय,2
जुलुम,जुल्म,2
नचावें,नचाएं,2
शिक्त,सिक्त,2
योजनाएँ,योजनाएं,2
सूचनाएँ,सूचनाएं,2
बागवानी,बागवानी,2
प्रयाेग,प्रयोग,2
वर्णोंों,वर्णों,2
खोजना,खोजना,2
ठहरना,ठहरना,2
चुराए,चुराए,2
उपयोगगी,उपयोगी,2
बहुभाषिकतत,बहुभाषिकता,2
तताकतत,ताकत,2
दरवाजे़,दरवाजे,2
धरी,धनुरी,2
बुलबुल,बुलबुल,2
अनौपचा,अनौपचारिक,2
खल,कल,2
अंगारा,अंगार,2
कोही॥,कोही,2
करि,करें,2
करिअ,करिए,2
लखन,लखन,2
उपल,उपलब्ध,2
ददुर्बल,दुर्बल,2
बेचते,बेचते,2
गुजारा,गुजारा,2
कायर्क्रमों,कार्यक्रमों,2
आनना,आना,2
ढका,ढाका,2
बाधित,बाधित,2
टोपी,टोपी,2
रस्म,रस्म,2
खरीदना,खरीदना,2
रेंगकर,रेंगकर,2
स््तरानुकूल,स्त्रानुकूल,2
लुटते,लूटते,2
डुग्गी,डुग्गी,2
अंतर्ज्ञान,अंतर्ज्ञान,2
बोटटी,बोटी,2
कुएँ,कुएं,2
भागता,भागता,2
दिखना,दिखना,2
सहमकर,सहमकर,2
झाँकने,झाँकने,2
क्षीण,क्षीण,2
हरषु,हर्ष,2
श्ीरघुबीरु॥,श्रीघुबीरु,2
संभुधनु,शंभुधनु,2
कहिअ,कहिए,2
मोही,मुझे,2
कड़कने,कड़कने,2
तबद्ध,तब्दील,2
ध्विनयों,ध्वनियों,2
टरर्,ट्रक,2
भागीदार,भागीदार,2
रिव,रवि,2
त्रास,त्रास,2
दिनन,दिनों,2
पुर,पुर,2
अपार,अपार,2
व्याकुल,व्याकुल,2
भाए,भाई,2
नवाब,नवाब,2
आिथर्क,आर्थिक,2
प्रस्तुितयों,प्रस्तुतियों,2
खोपड़ी,खोपड़ी,2
बेजोड़,बेजोड़,2
योंिक,यौनिक,2
जलज,जलज,2
वृृक्ष,वृक्ष,2
ब्लॉॉक,ब्लॉक,2
डव,ड्रॉप,2
उपयु,उपयुक्त,2
नृप,नृप,2
नीर,नीर,2
सिलल,सिलसिला,2
धुंध,धुंध,2
रमिझम,रिमझिम,2
फटना,फटना,2
ॠतुएँ,ऋतुएँ,2
बननी,बननी,2
पत्रकार,पत्रकार,2
धावा,धावा,2
माधुरी,माधुरी,2
भाँित,प्रभात,2
सेंध,सेंध,2
त््यों,त्यों,2
भागें,भागें,2
तोड़ने,तोड़ने,2
स््ववार्थी,स्वार्थी,2
मुंशशी,मास्टर,2
दर्शाने,दिखाने,2
कृपया,कृपया,2
रोचकता,रोचकता,2
रामबाबू,रामबाबू,2
अंततर,अंततः,2
खोि,खोज,2
जए,जाएँ,2
प्रत््,प्रति,2
मनःस्थथिति,मनःस्थिति,2
करिए,कीजिए,2
सुकीर्ति,सुकीर्ति,2
चीर,चीर,2
बोलत,बोलते,2
तोहि,तुम्हें,2
धनुही,धनुषी,2
बिदित,विदित,2
आक्ोश,आक्रोश,2
मणण,मन्न,2
स््थिति,स्थिति,2
अिभ,अभि,2
यि,यह,2
गितिविधय,गतिविधि,2
पृृथवी,पृथ्वी,2
सारगर्भित,सारगर्भित,2
पराठे,पराठे,2
सब्ज़ी,सब्ज़ी,2
अभ््ययासों,अभ्यासों,2
फूटने,फूटने,2
कर्मचारी,कर्मचारी,2
घुसने,घुसने,2
खोदने,खोदने,2
दहक,दहक,2
बाइक,बाइक,2
पुिलस,पुलिस,2
डाउनलोड,डाउनलोड,2
क्यू,क्यों,2
स्कैन,स्कैन,2
ववचनों,वचनों,2
वावाली,वाली,2
सुनयना,सुनयना,2
पराक्रम,पराक्रम,2
रिसाइ,रिसाई,2
पुलट,पलट,2
बढ़ाना,बढ़ाना,2
जल्दबाजी,जल्दबाजी,2
लॉटरी,लॉटरी,2
अपडेट,अपडेट,2
पैन,पेन,2
कॉल,कॉल,2
जिसनने,जिसने,2
भेजनना,भेजना,2
आननंदित,आनंदित,2
देन,देन,2
अंतर्निहित,अंतर्निहित,2
स्थितिजन्य,स्थितिजन्य,2
चुभते,चुभते,2
उलझनन,उलझन,2
उजड्डपन,उजड्डपन,2
मरना,मरना,2
आजमाई,आजमाई,2
निकलीं,निकलीं,2
जागी,जागी,2
खींचे,खींचे,2
गड़बड़,गड़बड़,2
आरन्मुला,आरन्मुला,2
युक्,युक्त,2
चित्रात््मक,चित्रात्मक,2
उग्र,उग्र,2
भविष््य,भविष्य,2
विश्लेषणण,विश्लेषण,2
काव््य,काव्य,2
ओड़़िआ,ओड़िआ,2
गोस््ववामी,गोस्वामी,2
भृगुकुल,भृगुकुल,2
केंचुआ,केंचुआ,2
सुथरा,सुथरा,2
झाड़ी,झाड़ी,2
करवाए,करवाए,2
होइ,हुई,2
गलितयों,गलतियों,2
असफलताओं,असफलताओं,2
अधिकता,अधिकता,2
कुआँ,कुआँ,2
मंदद,मंद,2
फिरनना,फिरना,2
संददेह,संदेह,2
समस्याएँ,समस्याएँ,2
ददेश,देश,2
समीक्षातमक,समीक्षात्मक,2
वयवस्थित,व्यवस्थित,2
सुनेंगे,सुनेंगे,2
क्रियाकलापों,क्रियाकलापों,2
बजाय,बजाय,2
पूककलम,पूककलम,2
तृप््,तृप्त,2
विकल््प,विकल्प,2
रची,रची,2
संसकरणों,संस्करणों,2
ततवों,तत्वों,2
समायोजन,समायोजन,2
वपूण,वपूर्ण,2
कोही,कोई,2
तोड़ने,तोड़ने,2
महिषादल,महिषादल,2
प्रोत,प्रोत्साहन,2
अनुशंसाओं,अनुशंसाओं,2
आयाम,आयाम,2
कामनना,कामना,2
मुकददमें,मुकदमें,2
धननी,धन,2
अहाता,अहाता,2
सेनना,सेना,2
डफली,डफली,2
डोर,डोर,2
अभ्यासों,अभ्यासों,2
दुःख,दुःख,2
टरत,तरत,2
टारे,टूटी,2
खटकत,खटकता,2
संगठठनों,संगठनों,2
नीन,नींद,2
आमतौर,आमतौर,2
लाते,लाते,2
खिलाएँ,खिलाएँ,2
तेज़,तेज़,2
भेल,भेल,2
पिघला,पिघला,2
कचचा,कच्चा,2
प्ाज,प्याज,2
अधीनन,अधीन,2
लगानना,लगाना,2
ज्वाला,ज्वाला,2
इमेजिंग,इमेजिंग,2
भययभीत,भयभीत,2
फरसा,फरसा,2
मेंबच्चे,में बच्चे,2
ईष्,ईर्ष्या,2
यार्ह,यार,2
अनुकूलन,अनुकूलन,2
सोचें,सोचें,2
खुर,खुर,2
संकटट,संकट,2
फँसेंगे,फँसेंगे,2
घोड़े,घोड़े,2
छँटते,छंटते,2
सह्य,सहाय,2
चमी,चमकी,2
चमकने,चमकने,2
मँडराती,मंडराती,2
कठठोर,कठोर,2
साधुवाद,साधुवाद,2
असल,असल,2
आभास,आभास,2
फुसफुसाने,फुसफुसाने,2
योद्धा,योद्धा,2
घबराया,घबराया,2
लजाया,लजाया,2
होसडेकेरे,होसडेकेरे,2
प्ा,पा,2
कममल,कमल,2
धान्,धान,2
सममस्त,समस्त,2
चनों,चनों,2
फ़र्क,फ़र्क,2
बोते,बोते,2
अमुक,अमुक,2
राशि,राशि,2
कांति,कांति,2
पवनन,पवन,2
बूँदद,बूँद,2
खुलने,खुलने,2
काढ़ा,काढ़ा,2
दोहरा,दोहरा,2
नापने,नापने,2
ऊनी,ऊनी,2
नाजुक,नाजुक,2
सशक्त,सशक्त,2
सुंददर,सुंदर,2
मननोहर,मनोहर,2
ददेखनने,देखने,2
मशीनों,मशीनों,2
संगमरमर,संगमरमर,2
सुखा,सूखा,2
उदारतापूर्वक,उदारतापूर्वक,2
डॉॉ,डॉ,2
समयोचित,समयोचित,2
कमाकर,कमाकर,2
ढिंढोरा,ढिंढोरा,2
ययास,यास,2
सहयोगग,सहयोग,2
विस््ततृतत,विस्तृत,2
अलंकारों,अलंकारों,2
खाएगा,खाएगा,2
हींग,हींग,2
धिनया,धनिया,2
मसलकर,मसलकर,2
चूस,चूस,2
कुढ़न,कुढ़न,2
सारथी,सारथी,2
युक्त,युक्त,2
आकारों,आकारों,2
दुखने,दुखने,2
रसेस,रस्सेस,2
कटर,कटर,2
बेसन,बेसन,2
मारुत,मारुति,2
हल्ला,हल्ला,2
मनचाहे,मनचाहे,2
वर््तममान,वर्तमान,2
विविधताओं,विविधताओं,2
थानों,थानों,2
डैने,डैने,2
सुनाकर,सुनाकर,2
थके,थके,2
चबाने,चबाने,2
तराजू,तराजू,2
कमती,कमती,2
आलोचनातमक,आलोचनात्मक,2
त्रिविक्रम,त्रिविक्रम,2
तिरस््ककाकार,तिरस्कार,2
सकेगगा,सकेंगा,2
ततौर,तथाकथित,2
परिवर््तनों,परिवर्तनों,2
रहतती,रहती,2
कुलाधिपति,कुलाधिपति,2
भार््गव,भार्गव,2
पणी,पानी,2
ड्राइक्लीनर,ड्रायक्लीनर,2
आँच,आँच,2
मैथिलीशरण,मैथिलीशरण,2
खेति,खेती,2
शोरगुल,शोरगुल,2
अिभवादन,अभिवादन,2
चम्मच,चम्मच,2
बीमारों,बीमारों,2
होमवकर्,होमवर्क,2
पकड़ने,पकड़ने,2
परिवर्तनकारी,परिवर्तनकारी,2
संभावनाओं,संभावनाओं,2
सेतु,सेतु,2
जूता,जूता,2
झपक,झपक,2
कराहते,कराहते,2
गैया,गैया,2
ढूँढ़ा,ढूँढा,2
कड़वी,कडवी,2
चंदूभाई,चंडीगढ,2
फशर्,फर्श,2
सृजनातमक,सृजनात्मक,2
सेलफी,सेल्फी,2
स्टिक,स्टिक,2
फ्ेम,फेम,2
सजाया,सजाया,2.0
तजुरबा,तजुर्बा,2.0
झल्लाकर,झल्लाकर,2.0
श्ावण,श्रावण,2.0
दरिद्रता,दरिद्रता,2.0
डाका,डाका,2.0
झूठे,झूठे,2.0
जाली,जाली,2.0
पाठ्यपुस्तकें,पाठ्यपुस्तकें,2.0
पाठ्यपुस्तकों,पाठ्यपुस्तकों,2.0
बनाएगी,बनाएगी,2.0
आकस््मिक,आकस्मिक,
चौहान,चौहान,2.0
सू,सू,2.0
भेड़ों,भेड़ों,2.0
बरसा,बरसा,2.0
छननछन,छननछन,2.0
प्रोतसाहितत,प्रोत्साहित,2.0
विधाएँ,विधाएँ,2.0
आधारभूतत,आधारभूत,2.0
समानतता,समानता,2.0
जरूरतों,ज़रूरतों,2.0
काफ,काफ़ी,2.0
ख्याल,ख्याल,2.0
इंजीिनयर,इंजीनियर,2.0
मूितर्,मूर्ति,2.0
वाडर्,वॉड,2.0
मोक्षगुंडम,मोक्षगुंडम,2.0
मूर््तति,मूर्ति,2.0
मांडे,मांडे,2.0
रामदोरई,रामदोरई,2.0
कनाडा,कनाडा,2.0
महादेवन,महादेवन,2.0
संगगीतत,संगीत,2.0
समुन्नत,समुन्नत,2.0
कृकृत,कृतकृत्य,2.0
चमू,चमू,2.0
कृष््ण,कृष्ण,2.0
सिक््ककिम,सिक्किम,2.0
मैसूर,मैसूर,2.0
आंध्र,आंध्र,2.0
आधारितत,आधारित,2.0
मुकुल,मुकुल,2.0
बहुविध,बहुविध,2.0
आकृित,आकृति,2.0
फटे,फटे,2.0
ऊजार्,ऊर्जा,2.0
अपेक्ाओं,अपेक्षाओं,2.0
कोण,कोण,2.0
अपेक्षाएँ,अपेक्षाएँ,2.0
कृतिक,कृतिका,2
बरछी,बरछी,2
आपकाे,आपको,2
ड़यों,जड़ों,2
वैयक्,वैयक्तिक,2
आिखर,आखिर,2
नौकरानी,नौकरानी,2
उठाए,उठाए,2
कुंजी,कुंजी,2
हहू,हूँ,2
सेक््टर,सेक्टर,2
चौधरी,चौधरी,2
प्रधानाध्यापक,प्रधानाध्यापक,2
चिललाए,चिल्लाए,2
बुद्ू,बुद्धू,2
फुलवारी,फुलवारी,2
टहिनयों,टहनियों,2
सैन्य,सैन्य,2
सुभट,सुभाष,2
सरे,सारे,2
शलीन,शालीन,2
सनत,संगत,2
हरमीत,हरमीत,2
बनाऊँगा,बनाऊँगा,2
छुपा,छुपा,2
रसोइया,रसोइया,2
किवताओं,कविताओं,2
बुढ़ान,बुढ़ान,2
दराँती,दराँती,2
रीड,रीढ़,2
ओले,ओले,2
बचाओ,बचाओ,2
वसुधैव,वसुधैव,2
कुंडम,कुंडल,2
सैंकड़ों,सैकड़ों,2
अनिगनत,अनगिनत,2
छः,छह,2
कपूर,कपूर,2
अरोड़ा,अरोड़ा,2
बैंकों,बैंकों,2
हहु,हूँ,2
चिंततनशील,चिंतनशील,2
मोनू,मोहन,2
झोंपड़़ी,झोंपड़ी,2
चेती,चेत,2
बुंदेलले,बुंदेलखंड,2
मर््ददानी,मर्दानी,2
घटते,घटते,2
राजेश,राजेश,2
गरे,गिरे,2
छपाक,छपाक,2
